"sim","name","k.studies","k.species","sigma2.n","sigma2.p","sigma2.s","sigma2.u","rho","save_location","job_number","scenario"
8,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7408,2
9,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7409,2
10,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7410,2
11,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7411,2
12,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7412,2
13,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7413,2
14,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7414,2
15,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7415,2
16,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7416,2
17,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7417,2
18,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7418,2
19,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7419,2
20,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7420,2
21,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7421,2
22,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7422,2
23,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7423,2
24,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7424,2
25,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7425,2
26,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7426,2
27,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7427,2
28,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7428,2
29,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7429,2
30,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7430,2
31,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7431,2
32,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7432,2
33,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7433,2
34,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7434,2
35,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7435,2
36,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7436,2
37,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7437,2
38,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7438,2
39,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7439,2
40,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7440,2
41,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7441,2
42,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7442,2
43,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7443,2
44,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7444,2
45,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7445,2
46,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7446,2
47,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7447,2
48,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7448,2
49,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7449,2
50,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7450,2
51,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7451,2
52,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7452,2
53,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7453,2
54,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7454,2
55,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7455,2
56,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7456,2
57,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7457,2
58,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7458,2
59,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7459,2
60,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7460,2
61,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7461,2
62,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7462,2
63,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7463,2
64,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7464,2
65,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7465,2
66,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7466,2
67,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7467,2
68,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7468,2
69,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7469,2
70,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7470,2
71,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7471,2
72,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7472,2
73,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7473,2
74,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7474,2
75,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7475,2
76,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7476,2
77,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7477,2
78,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7478,2
79,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7479,2
80,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7480,2
81,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7481,2
82,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7482,2
83,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7483,2
84,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7484,2
85,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7485,2
86,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7486,2
87,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7487,2
88,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7488,2
89,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7489,2
90,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7490,2
91,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7491,2
92,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7492,2
93,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7493,2
94,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7494,2
95,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7495,2
96,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7496,2
97,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7497,2
98,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7498,2
99,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7499,2
100,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7500,2
101,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7501,2
102,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7502,2
103,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7503,2
104,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7504,2
105,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7505,2
106,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7506,2
107,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7507,2
108,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7508,2
109,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7509,2
110,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7510,2
111,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7511,2
112,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7512,2
113,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7513,2
114,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7514,2
115,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7515,2
116,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7516,2
117,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7517,2
118,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7518,2
119,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7519,2
120,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7520,2
121,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7521,2
122,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7522,2
123,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7523,2
124,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7524,2
125,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7525,2
126,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7526,2
127,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7527,2
128,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7528,2
129,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7529,2
130,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7530,2
131,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7531,2
132,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7532,2
133,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7533,2
134,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7534,2
135,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7535,2
136,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7536,2
137,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7537,2
138,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7538,2
139,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7539,2
140,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7540,2
141,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7541,2
142,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7542,2
143,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7543,2
144,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7544,2
145,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7545,2
146,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7546,2
147,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7547,2
148,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7548,2
149,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7549,2
150,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7550,2
151,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7551,2
152,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7552,2
153,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7553,2
154,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7554,2
155,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7555,2
156,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7556,2
157,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7557,2
158,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7558,2
159,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7559,2
160,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7560,2
161,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7561,2
162,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7562,2
163,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7563,2
164,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7564,2
165,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7565,2
166,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7566,2
167,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7567,2
168,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7568,2
169,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7569,2
170,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7570,2
171,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7571,2
172,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7572,2
173,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7573,2
174,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7574,2
175,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7575,2
176,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7576,2
177,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7577,2
178,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7578,2
179,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7579,2
180,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7580,2
181,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7581,2
182,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7582,2
183,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7583,2
184,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7584,2
185,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7585,2
186,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7586,2
187,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7587,2
188,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7588,2
189,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7589,2
190,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7590,2
191,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7591,2
192,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7592,2
193,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7593,2
194,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7594,2
195,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7595,2
196,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7596,2
197,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7597,2
198,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7598,2
199,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7599,2
200,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7600,2
1,"study2.sub",20,100,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7601,3
2,"study2.sub",20,100,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7602,3
3,"study2.sub",20,100,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7603,3
4,"study2.sub",20,100,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7604,3
5,"study2.sub",20,100,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7605,3
6,"study2.sub",20,100,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7606,3
7,"study2.sub",20,100,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7607,3
8,"study2.sub",20,100,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7608,3
9,"study2.sub",20,100,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7609,3
10,"study2.sub",20,100,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7610,3
11,"study2.sub",20,100,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7611,3
12,"study2.sub",20,100,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7612,3
13,"study2.sub",20,100,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7613,3
14,"study2.sub",20,100,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7614,3
15,"study2.sub",20,100,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7615,3
16,"study2.sub",20,100,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7616,3
17,"study2.sub",20,100,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7617,3
18,"study2.sub",20,100,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7618,3
19,"study2.sub",20,100,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7619,3
20,"study2.sub",20,100,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7620,3
21,"study2.sub",20,100,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7621,3
