"sim","name","k.studies","k.species","sigma2.n","sigma2.p","sigma2.s","sigma2.u","rho","save_location","job_number","scenario"
18,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",218,2
19,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",219,2
20,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",220,2
21,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",221,2
22,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",222,2
23,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",223,2
24,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",224,2
25,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",225,2
26,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",226,2
27,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",227,2
28,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",228,2
29,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",229,2
30,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",230,2
31,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",231,2
32,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",232,2
33,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",233,2
34,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",234,2
35,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",235,2
36,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",236,2
37,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",237,2
38,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",238,2
39,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",239,2
40,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",240,2
41,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",241,2
42,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",242,2
43,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",243,2
44,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",244,2
45,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",245,2
46,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",246,2
47,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",247,2
48,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",248,2
49,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",249,2
50,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",250,2
51,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",251,2
52,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",252,2
53,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",253,2
54,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",254,2
55,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",255,2
56,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",256,2
57,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",257,2
58,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",258,2
59,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",259,2
60,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",260,2
61,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",261,2
62,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",262,2
63,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",263,2
64,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",264,2
65,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",265,2
66,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",266,2
67,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",267,2
68,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",268,2
69,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",269,2
70,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",270,2
71,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",271,2
72,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",272,2
73,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",273,2
74,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",274,2
75,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",275,2
76,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",276,2
77,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",277,2
78,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",278,2
79,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",279,2
80,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",280,2
81,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",281,2
82,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",282,2
83,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",283,2
84,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",284,2
85,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",285,2
86,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",286,2
87,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",287,2
88,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",288,2
89,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",289,2
90,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",290,2
91,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",291,2
92,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",292,2
93,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",293,2
94,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",294,2
95,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",295,2
96,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",296,2
97,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",297,2
98,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",298,2
99,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",299,2
100,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",300,2
101,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",301,2
102,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",302,2
103,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",303,2
104,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",304,2
105,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",305,2
106,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",306,2
107,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",307,2
108,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",308,2
109,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",309,2
110,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",310,2
111,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",311,2
112,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",312,2
113,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",313,2
114,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",314,2
115,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",315,2
116,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",316,2
117,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",317,2
118,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",318,2
119,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",319,2
120,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",320,2
121,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",321,2
122,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",322,2
123,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",323,2
124,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",324,2
125,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",325,2
126,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",326,2
127,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",327,2
128,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",328,2
129,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",329,2
130,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",330,2
131,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",331,2
132,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",332,2
133,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",333,2
134,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",334,2
135,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",335,2
136,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",336,2
137,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",337,2
138,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",338,2
139,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",339,2
140,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",340,2
141,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",341,2
142,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",342,2
143,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",343,2
144,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",344,2
145,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",345,2
146,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",346,2
147,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",347,2
148,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",348,2
149,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",349,2
150,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",350,2
151,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",351,2
152,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",352,2
153,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",353,2
154,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",354,2
155,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",355,2
156,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",356,2
157,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",357,2
158,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",358,2
159,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",359,2
160,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",360,2
161,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",361,2
162,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",362,2
163,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",363,2
164,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",364,2
165,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",365,2
166,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",366,2
167,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",367,2
168,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",368,2
169,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",369,2
170,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",370,2
171,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",371,2
172,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",372,2
173,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",373,2
174,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",374,2
175,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",375,2
176,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",376,2
177,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",377,2
178,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",378,2
179,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",379,2
180,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",380,2
181,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",381,2
182,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",382,2
183,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",383,2
184,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",384,2
185,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",385,2
186,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",386,2
187,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",387,2
188,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",388,2
189,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",389,2
190,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",390,2
191,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",391,2
192,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",392,2
193,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",393,2
194,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",394,2
195,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",395,2
196,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",396,2
197,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",397,2
198,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",398,2
199,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",399,2
200,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",400,2
1,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",401,3
2,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",402,3
3,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",403,3
4,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",404,3
5,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",405,3
6,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",406,3
7,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",407,3
8,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",408,3
9,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",409,3
10,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",410,3
11,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",411,3
12,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",412,3
13,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",413,3
14,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",414,3
15,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",415,3
16,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",416,3
17,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",417,3
18,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",418,3
19,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",419,3
20,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",420,3
21,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",421,3
22,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",422,3
23,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",423,3
24,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",424,3
25,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",425,3
26,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",426,3
27,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",427,3
28,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",428,3
29,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",429,3
30,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",430,3
31,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",431,3
32,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",432,3
33,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",433,3
34,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",434,3
