"sim","name","k.studies","k.species","mu","sigma2.n","sigma2.p","sigma2.s","sigma2.u","rho","save_location","job_number","scenario"
52,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1852,19
53,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1853,19
54,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1854,19
55,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1855,19
56,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1856,19
57,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1857,19
58,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1858,19
59,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1859,19
60,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1860,19
61,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1861,19
62,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1862,19
63,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1863,19
64,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1864,19
65,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1865,19
66,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1866,19
67,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1867,19
68,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1868,19
69,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1869,19
70,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1870,19
71,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1871,19
72,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1872,19
73,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1873,19
74,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1874,19
75,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1875,19
76,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1876,19
77,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1877,19
78,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1878,19
79,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1879,19
80,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1880,19
81,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1881,19
82,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1882,19
83,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1883,19
84,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1884,19
85,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1885,19
86,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1886,19
87,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1887,19
88,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1888,19
89,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1889,19
90,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1890,19
91,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1891,19
92,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1892,19
93,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1893,19
94,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1894,19
95,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1895,19
96,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1896,19
97,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1897,19
98,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1898,19
99,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1899,19
100,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1900,19
1,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1901,20
2,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1902,20
3,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1903,20
4,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1904,20
5,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1905,20
6,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1906,20
7,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1907,20
8,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1908,20
9,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1909,20
10,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1910,20
11,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1911,20
12,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1912,20
13,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1913,20
14,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1914,20
15,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1915,20
16,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1916,20
17,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1917,20
18,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1918,20
19,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1919,20
20,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1920,20
21,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1921,20
22,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1922,20
23,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1923,20
24,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1924,20
25,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1925,20
26,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1926,20
27,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1927,20
28,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1928,20
29,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1929,20
30,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1930,20
31,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1931,20
32,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1932,20
33,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1933,20
34,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1934,20
35,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1935,20
36,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1936,20
37,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1937,20
38,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1938,20
39,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1939,20
40,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1940,20
41,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1941,20
42,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1942,20
43,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1943,20
44,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1944,20
45,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1945,20
46,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1946,20
47,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1947,20
48,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1948,20
49,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1949,20
50,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1950,20
51,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1951,20
52,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1952,20
53,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1953,20
54,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1954,20
55,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1955,20
56,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1956,20
57,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1957,20
58,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1958,20
59,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1959,20
60,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1960,20
61,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1961,20
62,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1962,20
63,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1963,20
64,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1964,20
65,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1965,20
66,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1966,20
67,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1967,20
68,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1968,20
69,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1969,20
70,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1970,20
71,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1971,20
72,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1972,20
73,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1973,20
74,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1974,20
75,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1975,20
76,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1976,20
77,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1977,20
78,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1978,20
79,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1979,20
80,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1980,20
81,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1981,20
82,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1982,20
83,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1983,20
84,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1984,20
85,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1985,20
86,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1986,20
87,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1987,20
88,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1988,20
89,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1989,20
90,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1990,20
91,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1991,20
92,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1992,20
93,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1993,20
94,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1994,20
95,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1995,20
96,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1996,20
97,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1997,20
98,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1998,20
99,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",1999,20
100,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2000,20
1,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2001,21
2,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2002,21
3,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2003,21
4,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2004,21
5,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2005,21
6,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2006,21
7,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2007,21
8,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2008,21
9,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2009,21
10,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2010,21
11,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2011,21
12,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2012,21
13,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2013,21
14,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2014,21
15,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2015,21
16,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2016,21
17,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2017,21
18,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2018,21
19,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2019,21
20,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2020,21
21,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2021,21
22,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2022,21
23,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2023,21
24,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2024,21
25,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2025,21
26,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2026,21
27,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2027,21
28,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2028,21
29,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2029,21
30,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2030,21
31,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2031,21
32,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2032,21
33,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2033,21
34,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2034,21
35,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2035,21
36,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2036,21
37,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2037,21
38,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2038,21
39,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2039,21
40,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2040,21
41,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2041,21
42,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2042,21
43,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2043,21
44,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2044,21
45,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2045,21
46,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2046,21
47,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2047,21
48,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2048,21
49,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2049,21
50,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2050,21
51,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2051,21
52,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2052,21
53,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2053,21
54,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2054,21
55,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2055,21
56,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2056,21
57,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2057,21
58,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2058,21
59,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2059,21
60,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2060,21
61,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2061,21
62,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2062,21
